brand,y,event,sitewide,discount,start_date,end_date,snapshot
Patagonia,1,Summer/Winter Sale,0,,27/08/2014,27/08/2014,20140827153116
Patagonia,1,Outlet,0,,02/03/2021,08/03/2021,20210302115102
Patagonia,1,Summer/Winter Sale,0,,25/08/2023,26/08/2023,20230825144704
