ds,yhat
2016-03-11,0.002255082723773752
2016-04-21,0.022156944514907614
2016-04-22,0.030498139186398526
2016-04-23,0.04247419038430392
2016-04-24,0.051970967600841154
2016-04-28,0.03328989504700334
2016-05-03,0.009075512229433378
2016-05-04,-0.0011846593821104876
2016-05-08,0.007688644312271203
2016-05-12,0.0006050623346126674
2016-05-13,0.002768795838608451
2016-05-25,0.0008390251814683215
2016-05-27,4.393874878435861e-05
2016-06-10,-0.0030718225977732815
2016-06-11,0.0007800675983919529
2016-06-17,0.009491063232618573
2016-06-19,0.038445958031151854
2016-07-01,-0.0016116485793193289
2016-07-02,-0.0004245366530511163
2016-07-03,0.0024547487337042906
2016-07-10,0.019350216743715433
2016-07-14,0.00207069749042211
2016-07-21,-0.002644298310841773
2016-07-28,0.00042690876478245453
2016-07-29,-1.595232208675794e-05
2016-07-31,0.008806179003339612
2016-08-04,-0.002705735492754464
2016-08-06,0.008192018021673462
2016-08-15,-0.0009196838201454291
2016-08-24,0.001530422383461072
2016-08-25,0.00024489196701128757
2016-08-31,-0.002918975966145666
2016-09-02,-0.0008805967797132757
2016-09-09,0.0029894046836962916
2016-09-18,0.013200209554303004
2016-09-21,0.0023999045812727014
2016-09-23,0.0025671602251918805
2016-09-28,0.00013600378017958326
2016-09-30,0.001366692054516513
2016-10-06,0.001960103033967736
2016-10-11,0.005292869967930538
2016-10-15,0.007194087159618086
2016-10-26,-0.0015778346148628023
2016-10-28,-0.0008939055334545006
2016-10-31,0.0024824704652748096
2016-11-11,-0.0017627453243878278
2016-11-16,0.0025623903941844146
2016-11-17,0.002457805681073716
2016-11-23,4.665914735799224e-05
2016-11-30,0.0004550179266785701
2016-12-02,0.0015385476736575008
2016-12-06,0.005653527305544284
2016-12-09,-0.0007278056841925219
2016-12-14,0.001229579018658204
2016-12-16,0.002080659424293381
2016-12-18,0.01292026223920867
2016-12-20,0.005062216824810972
2016-12-21,-0.0017734937724901978
2016-12-23,-0.0019616657544210417
2016-12-24,0.004458915127472887
2016-12-30,0.002673080086204636
2017-01-06,-0.0011118091505488772
2017-01-12,0.001954794067356042
2017-01-13,0.0038190762801735114
2017-01-16,0.003921587439244702
2017-01-18,-0.00015853628617512171
2017-01-19,-0.002119724751888521
2017-01-20,-0.0017516171724266298
2017-01-21,0.003987029678582549
2017-01-23,-0.0004948656159584662
2017-01-25,-3.152518627303272e-05
2017-01-26,0.00039821701124034565
2017-01-27,0.002664443956299215
2017-01-31,0.007370676489630749
2017-02-01,-1.5256837732395556e-05
2017-02-03,-0.00221035450166246
2017-02-05,0.0081903049742559
2017-02-07,0.002922902222427184
2017-02-09,-0.001236393205188993
2017-02-10,0.0015357257125021328
2017-02-15,0.0023592476637750524
2017-02-16,0.0004697165651615749
2017-02-22,-0.001489648043909349
2017-02-24,0.0011758500902093287
2017-02-28,0.008433306611675278
2017-03-03,-0.0007998200252246623
2017-03-04,0.003946455426849234
2017-03-06,-0.002949091712022952
2017-03-09,-0.0034595155509695363
2017-03-10,-0.0005251774469757593
2017-03-24,-0.005190048694819077
2017-03-29,0.017968671374758275
2017-03-30,0.02222438519567107
2017-03-31,0.027725549036570964
2017-04-01,0.037050563079125826
2017-04-02,0.04436314855085792
2017-04-04,0.03728994820319441
2017-04-09,0.020263321154239417
2017-04-11,0.0024057555622142273
2017-04-13,-0.01256976897052715
2017-04-14,-0.013082588825637806
2017-04-16,0.0007681201012132172
2017-04-18,0.004119210734853595
2017-04-19,0.004953788213032108
2017-04-21,0.02095550865160973
2017-04-24,0.03997860674338152
2017-04-27,0.037983934506066304
2017-04-29,0.03593166732093179
2017-05-02,0.015456209688395695
2017-05-04,-0.0016224733908178392
2017-05-05,-0.0034607245227933417
2017-05-08,-0.003781052098159079
2017-05-09,0.00192731727701307
2017-05-10,-0.0025170266453613697
2017-05-14,0.014311883677947662
2017-05-19,0.001887120081577689
2017-05-24,0.0008275089834502911
2017-05-26,0.0003058212491001038
2017-06-03,0.007912048955524784
2017-06-04,0.014565617637548049
2017-06-06,0.009254551576123881
2017-06-08,0.000334365939339918
2017-06-10,0.0031972902560356772
2017-06-12,-0.006206215016063372
2017-06-23,0.049523831972167205
2017-06-30,0.0069868347978976845
2017-08-01,0.0014502529023282988
2017-08-05,0.005452930707543403
2017-08-12,0.007970537877656596
2017-08-19,0.0041261327362386545
2017-08-31,-0.004343508193319383
2017-09-01,-0.0026026575496540206
2017-09-02,0.004482954519308933
2017-09-06,0.002054190308425201
2017-10-18,0.0019791536639655752
2017-10-19,0.0015644895070598816
2017-10-24,0.005389619481857042
2017-10-25,-0.0015149849393647045
2017-10-30,0.00084893091988708
2017-10-31,0.00609242446957489
2017-11-03,0.001991860252366584
2017-11-06,0.0015055038459899066
2017-11-08,-0.002042175511038363
2017-11-10,-0.0025426821920520645
2017-11-11,0.003773409034295868
2017-11-14,0.005632781658394423
2017-11-15,0.0007199879466891256
2017-11-17,0.003023829626888976
2017-11-20,0.003994500344095483
2017-11-22,0.0006117047744994258
2017-11-23,-0.0010910837564227574
2017-11-24,-0.0005943500583369312
2017-11-26,0.010442323403147526
2017-11-27,-3.930352470007427e-05
2017-12-01,0.0006986853858108192
2017-12-03,0.012665590136456916
2017-12-05,0.00573871549173002
2017-12-07,-0.002144030489207546
2017-12-08,-0.0012124699485366605
2017-12-11,0.000384765418973209
2017-12-13,-5.512927374637638e-05
2017-12-15,0.0014240868650399864
2017-12-17,0.013043592479998872
2017-12-18,0.0019010473956227762
2017-12-19,0.005541621362546378
2017-12-20,-0.0013892715135915704
